Wine,Price,Body,Tannins,Fruit,Acid
Château Hourtou Côtes de Bourg 2015,18.95,N/A,N/A,N/A,N/A
Mommessin Grandes Mises Saint-Amour 2016,24.95,N/A,N/A,fruity,N/A
Château Clos Mansio 2015,19.95,full body,N/A,fruity,N/A
Château les Petits Arnauds Tradition 2015,16.95,full body,N/A,berry,N/A
Louis Jadot Chassagne-Montrachet Les Embazées 1er Cru 2015,120.0,N/A,N/A,N/A,high acidity
Matahiwi Pinot Gris 2018,17.95,N/A,low tannins,stone fruit,N/A
Villa Maria Taylors Pass Single Vineyard Pinot Noir 2015,60.0,N/A,N/A,berry,N/A
Bosman Pinot Noir 2016,21.95,medium body,medium tannins,berry,high acidity
Kanonkop Kadette Pinotage 2016,19.95,light body,low tannins,N/A,N/A
Ridolfi Mercatale Brunello di Montalcino 2012,115.0,N/A,high tannins,berry,high acidity
Bon Courage Jacques Bruére Cuvée Rosé Brut 2011,24.95,N/A,N/A,citrus,N/A
Leeuwenkuil Grenache Noir 2016,19.95,N/A,N/A,berry,high acidity
Barone Ricasoli Brolio Bettino Chianti Classico 2015,28.95,N/A,low tannins,N/A,N/A
Fontanafredda Barbaresco 2014,29.95,full body,N/A,berry,N/A
Negrar Valpollicella Classico Superiore Ripasso 2016,17.95,N/A,N/A,N/A,high acidity
Delectus Boulder Falls Cabernet Sauvignon 2013,160.0,full body,N/A,fruity,N/A
Villa Raiano Alimata Fiano di Avellino 2015,36.0,N/A,N/A,N/A,high acidity
Dolin Genepy le Chamois 45,33.05,N/A,N/A,N/A,high acidity
Lindemans Bin 40 Merlot,14.95,N/A,N/A,berry,low acidity
Herdade do Rocim Mariana Branco 2017,13.95,N/A,N/A,fruity,N/A
Swartland Winemaker's Collection Chenin Blanc 2018,12.95,N/A,N/A,tropical fruit,N/A
Perdeberg The Dry Land Collection Courageous Barrel Fermented Chenin Blanc 2016,24.95,N/A,N/A,fruity,N/A
Ken Forrester Petit Pinotage 2017,12.95,N/A,N/A,berry,N/A
Marco Felluga Just Molamatta Friuli Bianco 2017,21.95,N/A,N/A,stone fruit,high acidity
Dufouleur Père & Fils Brut Crémant de Bourgogne,19.95,full body,N/A,citrus,low acidity
Piattelli Grand Reserve Malbec 2015,24.95,full body,N/A,N/A,N/A
Desquiciado Malbec 2016,15.95,light body,N/A,N/A,N/A
Quinta de Pancas Grande Reserva 2013,55.0,full body,N/A,fruity,N/A
Wapisa Malbec 2016,19.95,full body,N/A,berry,N/A
Bindel Vallocaia Riserva Vino Nobile di Montepulciano 2013,56.0,N/A,N/A,berry,N/A
3 Monos Carignan Garnacha 2015,31.15,N/A,N/A,N/A,N/A
Pepper Tree Estate Grown Semillon/Sauvignon Blanc 2017,19.95,N/A,N/A,tropical fruit,N/A
Livio Felluga Terre Alte Rosazzo DOCG 2016,90.45,N/A,N/A,stone fruit,N/A
Paringa Shiraz 2015,15.95,N/A,medium tannins,N/A,N/A
Bleasdale The Broad-Side Shiraz/Cabernet Sauvignon/Malbec 2015,19.95,N/A,N/A,N/A,N/A
Norfolk Rise Vineyard Shiraz 2017,14.95,medium body,low tannins,fruity,high acidity
Caymus Cabernet Sauvignon 2016,54.95,N/A,N/A,N/A,N/A
Herdade da Farizoa Grande Reserva 2013,52.0,N/A,N/A,tropical fruit,N/A
Mont'Alegre Clássico Tinto 2015,16.95,N/A,low tannins,fruity,N/A
Tarapacá Gran Reserva Sauvignon Blanc 2017,17.95,N/A,N/A,citrus,N/A
Liboreau Charentes Sauvignon Blanc 2017,13.95,N/A,N/A,citrus,high acidity
Viberti La Gemella Barbera d'Alba 2016,18.95,N/A,N/A,fruity,high acidity
Agricola Punica Montessu 2015,29.0,full body,N/A,fruity,N/A
Collavini Turian Ribolla Gialla 2016,30.0,full body,N/A,citrus,high acidity
Vila Nova Loureiro 2016,13.95,N/A,N/A,citrus,high acidity
Quartier Pinot Noir 2016,28.95,full body,N/A,berry,N/A
Domaine Naturaliste Discovery Syrah 2014,24.95,N/A,N/A,fruity,high acidity
Domaine Naturaliste Rebus Cabernet Sauvignon 2015,33.95,N/A,N/A,N/A,N/A
Don't Tell Gary Shiraz 2016,21.95,N/A,N/A,N/A,high acidity
Viña Leyda Canelo Single Vineyard Syrah 2015,19.95,N/A,high tannins,N/A,high acidity
MontGras Antu Carmenère 2015,18.95,N/A,N/A,berry,N/A
S. Sebastião Tinta Roriz/Syrah 2015,12.95,full body,low tannins,berry,N/A
San Pedro Sideral 2016,29.95,N/A,N/A,fruity,N/A
Château l'Argenteyre 2015,22.95,medium body,low tannins,berry,high acidity
Château Blaignan 2014,23.95,N/A,N/A,fruity,high acidity
Brash Higgins SHZ 2016,37.2,N/A,low tannins,citrus,N/A
Mas Amiel Initial Maury Sec,32.0,N/A,N/A,N/A,N/A
The Crusher Pinot Noir 2016,17.95,full body,N/A,berry,N/A
Castle Rock Petite Sirah 2015,18.95,N/A,N/A,berry,N/A
Klinker Brick Old Ghost Zinfandel 2014,65.0,full body,N/A,berry,N/A
Chris Ringland Hoffman Vineyard Shiraz 2010,580.0,full body,N/A,fruity,high acidity
Longshot Cabernet Sauvignon,16.0,medium body,N/A,berry,N/A
Merf Cabernet Sauvignon 2016,19.95,N/A,N/A,tropical fruit,N/A
Selbach-Oster Zeltinger Schlossberg Bömer Riesling 2016,39.0,light body,N/A,N/A,low acidity
Penny Lane Pinot Grigio,9.95,N/A,N/A,stone fruit,high acidity
Penny Lane Red Blend,9.95,N/A,N/A,N/A,N/A
19 Crimes The Uprising Red Wine,18.95,N/A,low tannins,berry,N/A
Jacob's Creek Double Barrel Chardonnay,19.95,N/A,N/A,citrus,N/A
Château Cantemerle 2010,126.0,full body,N/A,berry,low acidity
Outlot Cabernet Sauvignon 2014,29.95,N/A,N/A,fruity,N/A
Jacob's Creek Pinot Grigio,13.45,N/A,N/A,citrus,N/A
Mission Hill Family Estate Reserve Meritage 2016,29.95,N/A,N/A,berry,low acidity
Borne of Fire Cabernet Sauvignon 2016,29.95,N/A,N/A,N/A,N/A
Castillo de la Mota Verdejo 2017,12.95,N/A,N/A,citrus,high acidity
Opta Red 2015,15.95,N/A,N/A,fruity,high acidity
Flying Goat Cellars Rio Vista Vineyard Dijon Pinot Noir 2013,66.0,N/A,N/A,berry,N/A
Château Tertre de Launay 2017,15.95,N/A,N/A,tropical fruit,high acidity
Château Calon 2006,32.95,N/A,N/A,N/A,N/A
E.Pira E Figli Chiara Boschis Barolo Cannubi 2014,141.95,light body,medium tannins,berry,N/A
E. Pira E Figli Chiara Boschis Dolcetto d'Alba 2017,30.55,N/A,N/A,berry,high acidity
Julia Kemper Reserva Red 2011,40.0,N/A,N/A,N/A,N/A
Leeuwin Estate Art Series Chardonnay 2014,99.0,N/A,N/A,stone fruit,N/A
Trisaetum Ribbon Ridge Estate Pinot Noir 2015,70.0,N/A,N/A,berry,high acidity
Valdivieso Brut Sparkling Rosé,14.95,N/A,N/A,berry,N/A
Mount Peak Sentinel Cabernet Sauvignon 2014,79.95,N/A,high tannins,fruity,N/A
Chapel Down Reserve Brut,49.0,full body,N/A,N/A,high acidity
Donelan Green Valley Kobler Family Syrah 2014,117.0,N/A,N/A,N/A,N/A
Rhys Bearwallow Valley Pinot Noir 2014,80.0,full body,N/A,N/A,N/A
Rolet Arbois Trousseau 2005,83.35,N/A,N/A,N/A,N/A
Rolet Arbois Pinot Noir 1989,148.35,N/A,N/A,fruity,N/A
Rolet Arbois Poulsard 2005,79.1,N/A,N/A,N/A,N/A
Taylor Fladgate Vintage Port 2016,81.0,light body,N/A,berry,N/A
Château Monbousquet 2015,129.0,full body,medium tannins,berry,N/A
Château Phélan Ségur 2010,138.0,full body,N/A,fruity,N/A
Domaine A.-F. Gros Savigny-lès-Beaune Clos des Guettes 1er Cru 2014,105.0,N/A,low tannins,N/A,high acidity
Château de Fieuzal 2014,77.0,N/A,N/A,fruity,high acidity
Manoir de Mercey Rully en Rosey 2015,32.95,full body,N/A,berry,high acidity
Philippe & Vincent Jaboulet Nouvelère Crozes-Hermitage 2013,36.0,N/A,high tannins,N/A,N/A
Château Lamothe de Haux 2017,16.95,full body,N/A,fruity,high acidity
Campo Alle Comete Stupore 2016,46.0,light body,medium tannins,berry,high acidity
Rolet Côtes du Jura Blanc Expression du Terroir 2011,39.2,N/A,N/A,N/A,N/A
Bois Garde Vin Pays de Mediter Red 2016,17.35,N/A,low tannins,berry,high acidity
Pesquié Édition 1912m Ventoux 2016,17.0,N/A,N/A,berry,high acidity
Château Camille Gaucheraud Sauvignon Blanc 2016,16.95,N/A,N/A,tropical fruit,N/A
Xavier Vignon Lirac 2016,22.95,N/A,medium tannins,fruity,N/A
Château Caillou 2015,37.95,N/A,N/A,tropical fruit,N/A
Solà Fred 2017,17.0,N/A,high tannins,N/A,N/A
Rolet Cotes du Jura Vin Jaune 2009,77.45,full body,N/A,N/A,N/A
Domaine Baron de l'Écluse Vieilles Vignes 2017,20.95,full body,N/A,fruity,N/A
Bartenura Malvasia KPM,18.95,N/A,N/A,berry,N/A
Domaine Bersan Irancy Pinot Noir 2015,26.95,N/A,N/A,N/A,N/A
Château des Tours Brouilly 2016,21.95,N/A,N/A,fruity,N/A
Domaine Sangouard-Guyot Quintessence Pouilly-Fuissé 2016,34.95,full body,N/A,citrus,high acidity
Château de la Grange Vieilles Vignes Côtes de Grand Lieu Muscadet 2016,13.95,N/A,N/A,citrus,high acidity
Bouchard Aine Beaujolais Nouveau,7.95,N/A,N/A,N/A,N/A
Mauro Sebaste Tresuri Barolo 2013,53.0,N/A,N/A,berry,high acidity
Alario Sauvignon Blanc,8.95,N/A,N/A,citrus,high acidity
Alario Cabernet Sauvignon,8.95,N/A,medium tannins,berry,N/A
Morandé Adventure Vigno Vignadores Old Vines Dry-Farmed Carignan 2015,21.95,N/A,N/A,berry,N/A
Château Maucoil 2016,19.95,N/A,low tannins,berry,low acidity
Rioja Vega Crianza Edición Limitada 2015,22.95,N/A,N/A,fruity,high acidity
Proprietà in Fontanafredda Barolo 2013,70.0,N/A,N/A,berry,N/A
Scattered Peaks Cabernet Sauvignon 2015,59.95,full body,N/A,berry,high acidity
Tom Gore Field Blend 2014,29.95,N/A,N/A,berry,N/A
Navajas Tinto Crianza 2015,14.95,N/A,N/A,berry,high acidity
Reiki Riesling VQA Ddp,17.0,N/A,N/A,N/A,N/A
Castaño Casa Carmela 2015,13.95,N/A,N/A,N/A,high acidity
Le Pere La Grolle Beaujolais Nouveau,7.95,N/A,N/A,berry,low acidity
Salentein Reserve Malbec 2016,17.95,full body,N/A,berry,N/A
Louis M.Martini Lot No.1 Cabernet Sauvignon 2014,234.35,N/A,medium tannins,berry,high acidity
Valpantena Torre del Falasco Ripasso Valpolicella 2016,17.95,N/A,N/A,N/A,N/A
Barón de Ley Gran Reserva 2012,29.95,N/A,N/A,berry,N/A
Chevalier Aloxe Corton 2015,72.4,medium body,high tannins,N/A,high acidity
Chevalier Bourgogne Rouge 2016,32.2,N/A,N/A,N/A,high acidity
Finca Besaya Crianza 2015,15.95,N/A,N/A,N/A,N/A
Heinrich Pinot Noir Burgenland 2017,28.4,N/A,N/A,N/A,high acidity
Eva Fricke Riesling QbA Trocken 2017,30.7,N/A,N/A,citrus,N/A
Eva Fricke Mellifluous Riesling QbA Off Dry 2017,30.7,N/A,N/A,fruity,high acidity
Eva Fricke Kiedrich Riesling QbA Trocken 2017,39.25,light body,N/A,citrus,high acidity
Eva Fricke Lorchhäuser Seligmacher Riesling QbA 2017,75.45,light body,N/A,stone fruit,N/A
Eva Fricke Lorcher Schlossberg Riesling Spätlese Goldkapsel 2017,68.35,full body,N/A,stone fruit,high acidity
Eva Fricke Verde Riesling QbA Off Dry 2017,30.7,N/A,N/A,citrus,high acidity
Eva Fricke Pinot Noir QbA Trocken 2017,39.25,N/A,N/A,N/A,high acidity
M. Chapoutier Bila-Haut Occultum Lapidem 2016,26.95,full body,N/A,fruity,N/A
Henry of Pelham Speck Family Reserve Riesling 2016,24.95,full body,N/A,stone fruit,N/A
Camille Cayran La Réserve Plan de Dieu 2017,17.95,N/A,N/A,berry,N/A
Domaine Gardies Clos des Vignes Tautavel 2016,39.0,N/A,N/A,fruity,N/A
Moulin de Gassac Cabernet Sauvignon 2017,13.95,N/A,low tannins,N/A,high acidity
Campos de Enanzo Basiano Tempranillo 2017,11.95,N/A,N/A,N/A,N/A
Vieni Estates Gewürztraminer 2016,19.95,N/A,N/A,N/A,N/A
Bricklayer's Reward 20 Barrels Chardonnay 2017,18.95,N/A,N/A,stone fruit,high acidity
Quinta das Carvalhas Late Bottled Vintage Port 2011,22.95,light body,N/A,N/A,N/A
Miravalles Reserve Cabernet Sauvignon 2016,23.05,light body,low tannins,fruity,N/A
Vignerons de Tautavel Les Vingt Marches Tautavel 2015,29.95,N/A,N/A,N/A,N/A
Seigneur de Grezette Malbec 2016,17.95,light body,low tannins,N/A,high acidity
Villa Blanche Syrah 2017,15.7,light body,low tannins,fruity,high acidity
G. Marquis The Silver Line Cabernet Sauvignon 2016,19.95,N/A,N/A,fruity,high acidity
Vinea,29.95,N/A,N/A,berry,N/A
Lakeview Cellars Viognier 2017,18.95,N/A,N/A,N/A,N/A
Josh Cellars North Coast Reserve Cabernet Sauvignon 2016,24.95,N/A,N/A,berry,N/A
Anna De Codorniu Brut Rose,16.6,N/A,N/A,N/A,N/A
AF Gros Beaune 1ER Boucherottes 2016,111.2,full body,low tannins,N/A,N/A
Michele Chiarlo Nivole Moscato d'Asti 2017,9.75,N/A,N/A,N/A,N/A
Antinori Pian delle Vigne Brunello di Montalcino 2013,61.95,full body,high tannins,berry,high acidity
Collgegium Wirtemberg Trollinger Alte Reben Trocken 2016,18.25,N/A,N/A,berry,N/A
Omen Cabernet Sauvignon Sierra Foothills 2017,29.3,light body,N/A,berry,N/A
Postumia Refosco Dal Red Rosso,13.8,N/A,N/A,berry,N/A
Illahe Gruner Veltliner 2017,28.65,full body,N/A,stone fruit,high acidity
Illahe Bon Sauvage Pinot Noir 2016,47.25,N/A,low tannins,berry,high acidity
Château Pesquié Terrasses 2015,19.95,N/A,medium tannins,fruity,N/A
Château de La Rivière 2012,33.75,full body,N/A,citrus,N/A
Stags' Leap Winery Chardonnay 2016,39.95,N/A,N/A,fruity,high acidity
Artesa Los Carneros Chardonnay 2015,29.95,light body,N/A,stone fruit,N/A
Brokenwood Semillon 2016,22.95,N/A,N/A,citrus,high acidity
Ktima Kir Yianni Red 2016,18.55,medium body,N/A,berry,N/A
Goldeneye Pinot Noir 2015,74.95,N/A,low tannins,berry,N/A
Nestarec Nach 2016,32.55,N/A,N/A,fruity,high acidity
Stratus White,38.2,N/A,N/A,N/A,N/A
Palazzo Brunello di Montalcino 2013,69.95,N/A,low tannins,berry,high acidity
Cantine Leonardo da Vinci Leonardo Chianti 2016,109.95,N/A,N/A,N/A,N/A
Bouchard Père & Fils Les Clous Meursault 2016,68.95,full body,N/A,stone fruit,N/A
The Hess Collection Cabernet Sauvignon 2013,99.95,full body,N/A,berry,N/A
Tawse Robyn's Block Chardonnay 2012,45.95,full body,N/A,fruity,high acidity
Auntsfield Single Vineyard Sauvignon Blanc 2017,21.95,N/A,low tannins,fruity,N/A
Pierre Sparr Schoenenbourg Riesling 2015,26.0,N/A,N/A,citrus,low acidity
Naked Grape Shiraz,9.95,medium body,N/A,berry,low acidity
Naked Grape Sauvignon Blanc,7.55,N/A,N/A,citrus,high acidity
Naked Grape Chardonnay,7.55,N/A,N/A,citrus,high acidity
Clos Malverne Le Café Pinotage 2015,16.95,N/A,high tannins,N/A,N/A
Kagor Chizay Transcarpathia 2017,16.25,N/A,medium tannins,fruity,N/A
Concha Y Toro Frontera Shiraz Cabernet Sauvignon,14.95,N/A,low tannins,berry,N/A
Michel Gassier Les Piliers Viognier 2016,18.95,N/A,N/A,N/A,N/A
Robert Mondavi Winery Reserve Cabernet Sauvignon 2014,149.0,light body,medium tannins,berry,high acidity
St. Francis Cabernet Sauvignon 2015,34.95,N/A,N/A,N/A,N/A
Croix Canon 2012,66.95,full body,low tannins,N/A,high acidity
Henri Bourgeois Petit Bourgeois Sauvignon Blanc 2017,16.95,N/A,N/A,citrus,N/A
Allegrini Palazzo della Torre 2014,24.95,full body,N/A,N/A,high acidity
Ravenswood Old Vine Zinfandel 2014,21.95,N/A,N/A,fruity,N/A
Simi Chardonnay 2017,19.95,N/A,N/A,stone fruit,high acidity
Palacios Remondo La Vendimia 2017,18.95,N/A,medium tannins,fruity,high acidity
Palacios Remondo La Montesa Crianza 2015,25.95,N/A,medium tannins,citrus,high acidity
Hugh Hamilton Jekyll & Hyde Shiraz/Viognier 2015,49.95,N/A,N/A,fruity,N/A
Madeira Miles 15 Year Old Medium Rich,58.6,full body,N/A,N/A,low acidity
Miles Madeira Miles 10 Year Old Dry,43.45,N/A,N/A,citrus,low acidity
Dog Point Sauvignon Blanc 2017,26.95,N/A,N/A,tropical fruit,high acidity
Miles Madeira Miles 5 Year Old Medium Dry,24.1,N/A,N/A,citrus,high acidity
Miles Madeira Miles 3 Year Old Medium,17.8,N/A,low tannins,citrus,low acidity
Barbeito 3 Year Old Sweet Madeira Tinta Negra,18.6,light body,N/A,stone fruit,N/A
Barbeito 5 Year Old Rainwater Reserva Medium Dry Madeira,20.7,light body,N/A,citrus,low acidity
Barbeito 3 Year Old Medium Sweet Madeira Tinta Negra,18.6,N/A,N/A,stone fruit,N/A
Barbeito Malvasia Single Cask Madeira 2005,57.4,full body,N/A,citrus,high acidity
Barbeito 10 Year Old Malvasia Reserva Madeira,58.55,N/A,N/A,citrus,N/A
Barbeito 5 Year Old Malvasia Reserva Madeira,17.1,N/A,N/A,citrus,N/A
Barbeito 10 Year Old Verdelho Reserva Madeira,58.55,N/A,N/A,N/A,N/A
Barbeito Ribeiro Real 20 Year Old Malvasia Madeira,216.25,N/A,N/A,N/A,high acidity
Barbeito 5 Year Island Rich Reserva Sweet Madeira,20.7,N/A,N/A,N/A,N/A
Movia Gredic 2017,36.5,N/A,N/A,N/A,N/A
Crissante Capalot Barolo 2012,79.0,N/A,N/A,fruity,low acidity
Famille Perrin Tavel 2017,19.95,N/A,N/A,N/A,N/A
Château La Garde 2015,49.95,N/A,N/A,N/A,high acidity
Mildiani Kindzmarauli Semi-Sweet Red,18.95,N/A,N/A,N/A,N/A
Two Hands Lily's Garden Shiraz 2016,59.95,N/A,N/A,N/A,N/A
L'Aventure Optimus 2015,81.95,N/A,low tannins,N/A,high acidity
Luce 2015,114.95,N/A,N/A,berry,N/A
Mother Rock Force Majeure Sémillon 2017,21.0,N/A,N/A,stone fruit,high acidity
Mother Rock Syrah,34.1,N/A,N/A,N/A,high acidity
Henschke Henry's Seven 2015,49.95,N/A,N/A,berry,high acidity
Mother Rock Elgin Palmiet Chardonnay 2016,30.65,light body,low tannins,citrus,N/A
Chateau Ste. Michelle Riesling 2016,16.95,N/A,low tannins,citrus,high acidity
Mother Rock Single Pinot Noir Cradock Peak 2014,45.05,N/A,N/A,berry,N/A
Mother Rock Single Pinot Noir Elands River 2014,35.45,N/A,low tannins,fruity,N/A
Conundrum White 2015,21.95,N/A,N/A,N/A,N/A
Spinyback Sauvignon Blanc 2017,16.95,N/A,N/A,stone fruit,high acidity
Quinta do Crasto Touriga Nacional 2015,77.0,light body,N/A,fruity,high acidity
Alain Corcia- Pommard 2014,87.7,light body,high tannins,berry,low acidity
La Bastide Saint Dominique Châteauneuf-du-Pape 2016,49.95,N/A,medium tannins,berry,N/A
Jackson Estate Vintage Widow Pinot Noir 2014,29.95,N/A,medium tannins,fruity,N/A
Barkan Reserve Barrel Aged Cabernet Sauvignon KP,29.95,N/A,N/A,N/A,N/A
Bartenura Pinot Grigio KPM,19.45,N/A,N/A,citrus,N/A
Altoona Hills Chardonnay KPM,14.95,N/A,N/A,stone fruit,N/A
Umani Ronchi Cúmaro Riserva Conero 2011,22.25,N/A,N/A,berry,high acidity
Domaine Pinson Frères Mont de Milieu Chablis 1er Cru 2016,57.0,N/A,N/A,citrus,N/A
Domaine Maby La Forcadière Tavel Rosé 2017,16.75,N/A,medium tannins,berry,high acidity
Chateau Montelena Chardonnay 2015,79.95,full body,N/A,citrus,N/A
M. Chapoutier le Pavillon Ermitage 2012,733.0,light body,high tannins,fruity,N/A
Isole e Olena Chianti Classico 2015,34.95,N/A,low tannins,berry,high acidity
Ironstone Merlot 2017,17.95,N/A,N/A,N/A,N/A
Nestarec Miky Mauz 2015,54.05,N/A,N/A,citrus,N/A
Gaja Sorì Tildìn Barbaresco 2015,810.0,full body,N/A,N/A,high acidity
Zenato San Benedetto Lugana 2017,18.95,light body,N/A,stone fruit,low acidity
Cakebread Cellars Sauvignon Blanc 2016,49.95,N/A,N/A,stone fruit,N/A
Château Val Joanis Tradition Rosé 2017,12.75,N/A,N/A,stone fruit,high acidity
Gamba Starr Road Ranch Old Vine Zinfandel Russian River 2016,76.05,full body,high tannins,N/A,high acidity
Attems Pinot Grigio 2017,19.95,light body,N/A,stone fruit,high acidity
Francis Coppola Diamond Collection Gold Label Chardonnay 2016,24.95,N/A,N/A,N/A,N/A
Cakebread Cellars Chardonnay 2015,69.95,full body,N/A,tropical fruit,N/A
Chateau Montelena Estate Cabernet Sauvignon 2013,225.0,N/A,medium tannins,N/A,high acidity
Joseph Phelps Insignia 2015,390.0,N/A,high tannins,berry,high acidity
Bersano Nirvasco Barolo 2014,34.95,medium body,medium tannins,N/A,N/A
Waimea Sauvignon Blanc 2017,19.95,N/A,N/A,citrus,high acidity
Antonin Guyon Corton Clos du Roy Grand Cru 2013,130.0,light body,N/A,N/A,high acidity
Elderton Command Single Vineyard Shiraz 2014,99.95,N/A,N/A,fruity,N/A
San Felice Il Grigio Chianti Classico Riserva 2014,28.95,N/A,high tannins,N/A,N/A
Beaulieu Tapestry Reserve Red Blend 2014,90.0,N/A,N/A,N/A,N/A
Chateau Chizay Cabernet Kosher 2017,17.25,full body,N/A,N/A,high acidity
Château d'Aydie Odé d'Aydie Madiran 2015,23.95,full body,N/A,fruity,N/A
Castano Hecula Monastrell 2015,14.95,N/A,N/A,berry,high acidity
Famille Perrin Réserve Rosé 2017,15.95,N/A,N/A,N/A,N/A
Cline Ancient Vines Zinfandel 2016,24.95,N/A,low tannins,berry,high acidity
Tedeschi Capitel San Rocco Ripasso Valpolicella Superiore 2016,21.95,N/A,N/A,N/A,N/A
Ornellaia 2015,218.95,N/A,N/A,berry,N/A
Ridge Geyserville 2016,74.95,N/A,low tannins,fruity,N/A
Zuccardi Q Malbec 2015,19.95,N/A,medium tannins,fruity,low acidity
Castelgiocondo Ripe al Convento Riserva Brunello di Montalcino 2010,130.0,N/A,N/A,berry,high acidity
Coppi Peucetico Primitivo 2013,14.95,N/A,N/A,N/A,N/A
Ontañón Reserva 2010,25.95,N/A,N/A,N/A,N/A
Gevrey Chambertin en Reniard 2011,77.1,light body,N/A,N/A,N/A
E. Guigal Châteauneuf-du-Pape 2013,69.95,N/A,low tannins,N/A,N/A
Tenuta Sette Ponti Crognolo 2015,32.95,N/A,high tannins,berry,high acidity
La Crema Sonoma Coast Chardonnay 2016,16.95,N/A,N/A,stone fruit,N/A
La Moynerie Pouilly-Fumé 2015,27.25,full body,low tannins,N/A,N/A
Pio Cesare Fides Barbera d'Alba 2016,64.0,N/A,N/A,N/A,N/A
Louis Jadot Pouilly-Fuissé 2016,39.95,N/A,N/A,fruity,N/A
Reserva Quinta Nogueira 2015,55.5,light body,N/A,fruity,high acidity
Thornbury Sauvignon Blanc 2017,18.95,N/A,N/A,citrus,high acidity
Tsantali Reserve Rapsani 2014,22.95,N/A,N/A,N/A,N/A
Tinto Quinta da Escusa 2016,27.5,light body,low tannins,N/A,N/A
Shafer Hillside Select Cabernet Sauvignon 2014,465.0,full body,medium tannins,fruity,high acidity
Kenwood Artist Series Cabernet Sauvignon 2013,100.0,light body,N/A,fruity,high acidity
Pio Cesare Barolo 2014,85.0,N/A,N/A,N/A,N/A
Gassier Château de Nages JT Costières de Nîmes 2014,25.95,full body,N/A,N/A,N/A
Château des Jacques Clos de Rochegrès Moulin-à-Vent 2015,47.0,N/A,high tannins,berry,N/A
Umani Ronchi Pelago Marche Rosso IGT 2013,67.6,N/A,N/A,N/A,high acidity
Quinta de Santiago Espumante 2016,39.65,full body,N/A,N/A,low acidity
Wakefield Cabernet Sauvignon 2016,19.95,N/A,high tannins,citrus,N/A
Chateau PeyBonhomme-Les-Tours Blanc 2017,38.05,full body,low tannins,fruity,N/A
2016 Chateau Pey-Bonhomme Les Tours Blaye Cotes de Bordeaux 2016,24.95,N/A,N/A,fruity,high acidity
Chateau La Grolet Tete de Cuvee Cotes de Bourg 2016,38.05,N/A,N/A,fruity,N/A
La Vite Lucente 2016,34.95,N/A,N/A,N/A,N/A
Chateau La Grolet Les Vacances de Monsieur Merlot VDP 2017,22.1,N/A,medium tannins,fruity,high acidity
Pittnauer Rosé Dogma Burgenland 2017,30.2,full body,N/A,N/A,high acidity
Pittnauer Blaufrankisch Heideboden 2017,24.2,N/A,N/A,N/A,high acidity
Bibbiano Vin Santo Occhio di Pernice 2011,55.75,N/A,low tannins,stone fruit,N/A
Chianti Classico Gran Selezione Vigna del Capannino 2013,43.45,full body,N/A,N/A,N/A
Chianti Classico Gran Selezione Vigna del Capannino 2015,43.45,full body,high tannins,fruity,N/A
Nestarec Forks and Knives Pinot Noir 2016,35.15,N/A,N/A,fruity,low acidity
Boutari Grande Reserve Naoussa 2013,26.05,full body,N/A,fruity,N/A
Ripiddu Etna Rosso DOC 2016,33.85,N/A,N/A,N/A,N/A
AA Bruant 2016,37.5,N/A,N/A,N/A,N/A
AA Mirgin Rosé Reserva 2016,25.05,light body,N/A,fruity,low acidity
Nickel & Nickel CC Ranch,216.6,N/A,N/A,berry,N/A
Domaine du Colombier Crozes Hermitage 2014,38.2,medium body,N/A,N/A,N/A
Barmes Gewurztraminer Tradition 2016,28.9,full body,N/A,tropical fruit,high acidity
